airline,origin,dest,month,day_of_week,sched_dep_hour,distance,is_weekend,is_peak_hour,is_holiday_season,temperature_f,wind_speed_mph,precipitation_in,visibility_miles,origin_congestion_index,dest_congestion_index,delay_minutes,delayed
B6,JFK,DEN,4,5,5,286,1,0,0,90.3,7.7,0.002,10.0,0.9,0.6,0,0
DL,SEA,MCO,9,6,16,281,1,1,0,65.4,4.6,0.009,10.0,0.5,0.6,0,0
AA,MCO,SEA,10,3,10,2431,0,0,0,27.2,0.0,0.023,10.0,0.6,0.5,0,0
UA,JFK,SFO,4,4,17,1050,0,1,0,62.2,2.5,0.005,7.97,0.9,0.8,0,0
NK,JFK,LAX,3,3,15,2056,0,0,0,55.4,11.9,0.022,10.0,0.9,0.75,21,1
NK,ORD,LAS,10,1,14,465,0,0,0,54.9,6.2,0.015,8.2,0.85,0.55,0,0
UA,SEA,JFK,6,0,6,680,0,0,0,39.6,11.1,0.003,6.64,0.5,0.9,0,0
AA,MCO,DFW,9,1,15,468,0,0,0,76.8,9.4,0.129,10.0,0.6,0.7,0,0
AA,MCO,JFK,2,6,16,421,1,1,0,56.3,17.6,0.066,9.44,0.6,0.9,0,0
NK,DEN,JFK,10,2,15,494,0,0,0,75.5,0.7,0.061,10.0,0.6,0.9,0,0
NK,JFK,ORD,11,3,6,1264,0,0,1,88.1,9.1,0.104,8.97,0.9,0.85,0,0
UA,DEN,ATL,8,0,19,1774,0,0,0,59.2,7.8,0.035,8.21,0.6,0.8,0,0
F9,LAX,MCO,12,4,16,938,0,1,1,38.8,14.7,0.015,10.0,0.75,0.6,72,1
WN,LAX,JFK,1,0,9,2461,0,0,0,59.7,10.9,0.001,10.0,0.75,0.9,0,0
AA,ORD,ATL,9,2,21,2019,0,0,0,65.3,20.1,0.009,7.87,0.85,0.8,0,0
F9,JFK,SFO,9,2,22,1299,0,0,0,45.9,20.3,0.047,7.58,0.9,0.8,0,0
AS,JFK,DEN,2,6,12,1472,1,0,0,59.8,12.3,0.109,8.4,0.9,0.6,140,1
NK,ORD,LAX,10,2,12,1166,0,0,0,54.5,9.6,0.001,9.38,0.85,0.75,0,0
AA,DFW,ORD,2,1,8,2122,0,1,0,66.5,1.4,0.007,10.0,0.7,0.85,0,0
B6,ATL,DFW,12,3,6,2523,0,0,1,42.7,5.6,0.034,9.12,0.8,0.7,41,1
UA,LAS,SEA,10,1,6,1531,0,0,0,47.2,0.1,0.003,5.55,0.55,0.5,0,0
NK,DEN,JFK,3,4,14,613,0,0,0,75.4,7.0,0.016,6.96,0.6,0.9,43,1
NK,MCO,LAX,4,5,16,468,1,1,0,55.4,5.0,0.009,10.0,0.6,0.75,0,0
AA,LAX,SFO,5,2,14,2572,0,0,0,59.8,10.7,0.021,9.73,0.75,0.8,0,0
F9,DFW,DEN,3,2,6,2561,0,0,0,29.8,9.6,0.066,7.9,0.7,0.6,0,0
DL,ATL,DFW,2,2,20,261,0,0,0,69.6,3.1,0.043,8.46,0.8,0.7,152,1
NK,DEN,LAS,5,4,12,1115,0,0,0,56.7,3.7,0.021,10.0,0.6,0.55,0,0
AS,DEN,MCO,9,5,21,754,1,0,0,34.4,14.1,0.045,7.98,0.6,0.6,0,0
AS,SFO,DEN,9,4,18,709,0,1,0,63.6,8.4,0.035,6.62,0.8,0.6,0,0
NK,LAS,ORD,9,2,21,781,0,0,0,47.2,5.2,0.023,10.0,0.55,0.85,0,0
B6,MCO,ATL,11,2,9,1018,0,0,1,50.5,12.3,0.046,10.0,0.6,0.8,0,0
AA,SEA,ORD,8,0,11,837,0,0,0,33.3,7.6,0.019,10.0,0.5,0.85,0,0
NK,SFO,LAX,6,0,13,432,0,0,0,62.3,14.0,0.006,10.0,0.8,0.75,0,0
AA,DFW,DEN,2,5,13,2556,1,0,0,42.2,16.7,0.029,9.74,0.7,0.6,0,0
DL,ORD,DFW,12,0,10,2286,0,0,1,48.2,9.7,0.023,10.0,0.85,0.7,41,1
AS,LAS,LAX,5,6,9,781,1,0,0,69.6,14.0,0.096,6.91,0.55,0.75,0,0
DL,LAX,DEN,5,0,19,583,0,0,0,35.4,10.5,0.037,6.51,0.75,0.6,16,1
B6,DFW,DEN,3,4,14,2454,0,0,0,53.2,18.3,0.034,8.28,0.7,0.6,0,0
DL,DEN,DFW,3,3,6,977,0,0,0,60.0,7.5,0.045,10.0,0.6,0.7,0,0
UA,DFW,LAX,9,0,20,692,0,0,0,50.6,8.2,0.057,9.29,0.7,0.75,44,1
AA,SFO,DEN,9,5,17,2421,1,1,0,42.8,9.2,0.063,7.16,0.8,0.6,15,1
F9,ORD,SEA,6,2,9,968,0,0,0,94.8,6.3,0.052,7.0,0.85,0.5,0,0
NK,SFO,ORD,4,2,18,1660,0,1,0,47.8,24.2,0.004,8.63,0.8,0.85,0,0
F9,SEA,LAS,9,4,14,388,0,0,0,80.1,8.8,0.037,8.44,0.5,0.55,0,0
B6,MCO,SFO,4,1,16,745,0,1,0,68.6,6.2,0.024,7.63,0.6,0.8,46,1
NK,JFK,ATL,12,3,14,1224,0,0,1,28.6,7.2,0.026,7.83,0.9,0.8,0,0
DL,SEA,DEN,6,4,11,261,0,0,0,117.6,9.7,0.006,8.79,0.5,0.6,0,0
F9,LAS,ORD,1,2,6,2344,0,0,0,18.8,13.4,0.012,7.75,0.55,0.85,16,1
F9,DFW,ORD,6,2,21,2431,0,0,0,63.1,9.7,0.002,10.0,0.7,0.85,0,0
DL,MCO,DFW,10,5,13,963,1,0,0,72.5,6.6,0.031,7.62,0.6,0.7,0,0
AA,JFK,ATL,2,3,11,2200,0,0,0,64.6,16.5,0.035,6.99,0.9,0.8,0,0
WN,SFO,LAX,8,4,20,726,0,0,0,54.3,0.5,0.049,8.22,0.8,0.75,0,0
B6,SEA,MCO,7,2,13,1541,0,0,0,66.3,10.0,0.035,6.27,0.5,0.6,0,0
UA,LAX,DFW,9,1,11,925,0,0,0,66.7,9.2,0.029,7.78,0.75,0.7,0,0
WN,LAS,SFO,3,6,13,1543,1,0,0,86.5,4.4,0.065,10.0,0.55,0.8,0,0
B6,SFO,DFW,4,0,22,1940,0,0,0,64.8,10.3,0.057,8.77,0.8,0.7,0,0
UA,LAS,ATL,12,4,22,1671,0,0,1,32.5,3.6,0.217,10.0,0.55,0.8,0,0
AS,JFK,SFO,5,3,10,1686,0,0,0,49.9,10.5,0.109,9.61,0.9,0.8,76,1
F9,JFK,MCO,12,2,21,2073,0,0,1,67.6,7.9,0.068,9.33,0.9,0.6,69,1
DL,JFK,ORD,11,2,12,368,0,0,1,61.5,5.7,0.002,7.53,0.9,0.85,0,0
AS,SFO,ATL,2,0,22,2049,0,0,0,36.5,15.4,0.115,10.0,0.8,0.8,0,0
DL,ATL,DFW,8,3,20,1006,0,0,0,33.8,9.5,0.097,6.7,0.8,0.7,0,0
WN,ORD,DFW,8,1,8,1011,0,1,0,56.5,2.4,0.027,9.68,0.85,0.7,0,0
WN,DEN,SFO,8,6,17,1327,1,1,0,76.4,1.8,0.048,8.02,0.6,0.8,77,1
DL,SFO,JFK,5,0,16,401,0,1,0,92.6,12.9,0.02,9.91,0.8,0.9,0,0
AS,ORD,DEN,7,2,15,293,0,0,0,67.8,6.2,0.0,9.21,0.85,0.6,0,0
UA,DFW,MCO,10,3,5,2094,0,0,0,62.5,11.1,0.036,9.09,0.7,0.6,15,1
F9,SFO,ORD,11,3,6,330,0,0,1,65.0,11.5,0.033,9.2,0.8,0.85,58,1
WN,LAS,DEN,2,3,22,1123,0,0,0,67.4,23.7,0.258,4.44,0.55,0.6,27,1
WN,LAS,DFW,4,1,14,1553,0,0,0,49.8,0.9,0.016,10.0,0.55,0.7,0,0
AA,LAX,DFW,4,1,6,1824,0,0,0,64.1,7.8,0.043,8.54,0.75,0.7,0,0
F9,JFK,LAX,2,2,6,1682,0,0,0,52.0,14.6,0.013,8.59,0.9,0.75,172,1
NK,ATL,JFK,10,5,18,2058,1,1,0,70.3,14.9,0.065,6.82,0.8,0.9,16,1
B6,MCO,SEA,12,1,17,759,0,1,1,58.9,15.4,0.024,9.12,0.6,0.5,0,0
WN,DFW,SEA,6,0,22,1803,0,0,0,42.0,5.4,0.002,7.44,0.7,0.5,24,1
F9,MCO,SFO,3,0,11,280,0,0,0,58.4,14.2,0.019,10.0,0.6,0.8,0,0
B6,MCO,LAX,5,0,20,1056,0,0,0,32.0,12.5,0.015,10.0,0.6,0.75,0,0
NK,DEN,MCO,3,5,17,1977,1,1,0,55.7,15.6,0.011,9.15,0.6,0.6,64,1
AS,JFK,MCO,8,6,10,799,1,0,0,26.5,5.6,0.072,4.2,0.9,0.6,15,1
NK,MCO,JFK,6,5,5,1437,1,0,0,76.0,17.9,0.028,9.98,0.6,0.9,0,0
AS,SFO,MCO,3,0,12,1591,0,0,0,101.4,6.0,0.013,9.51,0.8,0.6,51,1
UA,ORD,DEN,8,0,11,362,0,0,0,79.0,11.8,0.057,6.24,0.85,0.6,22,1
B6,DEN,SEA,9,4,17,373,0,1,0,73.8,8.1,0.011,7.17,0.6,0.5,0,0
B6,MCO,DEN,7,6,8,2211,1,1,0,69.2,18.8,0.044,8.71,0.6,0.6,0,0
DL,SFO,MCO,6,4,12,2113,0,0,0,33.9,18.0,0.027,6.92,0.8,0.6,50,1
UA,ATL,LAS,6,3,21,896,0,0,0,48.0,20.2,0.006,6.07,0.8,0.55,77,1
F9,SEA,SFO,4,3,22,1850,0,0,0,58.4,9.8,0.046,5.32,0.5,0.8,51,1
AS,JFK,SEA,2,2,8,1147,0,1,0,33.6,12.9,0.029,10.0,0.9,0.5,75,1
DL,LAX,SFO,1,3,11,1534,0,0,0,34.8,11.5,0.103,9.16,0.75,0.8,0,0
WN,LAS,MCO,2,3,17,472,0,1,0,75.0,17.1,0.033,10.0,0.55,0.6,62,1
AA,MCO,DFW,9,4,20,1997,0,0,0,40.3,5.1,0.001,7.15,0.6,0.7,0,0
AS,SFO,MCO,9,1,12,2091,0,0,0,57.6,18.7,0.027,8.34,0.8,0.6,21,1
B6,SFO,DFW,2,3,20,1941,0,0,0,63.6,12.6,0.177,7.5,0.8,0.7,0,0
NK,DEN,LAX,9,2,16,2509,0,1,0,89.0,4.6,0.015,8.73,0.6,0.75,0,0
F9,DFW,DEN,10,1,9,1506,0,0,0,92.6,14.0,0.019,9.43,0.7,0.6,48,1
AS,DEN,ORD,7,0,13,567,0,0,0,56.9,12.7,0.01,9.09,0.6,0.85,0,0
F9,ORD,DFW,9,4,11,626,0,0,0,37.1,7.9,0.004,8.55,0.85,0.7,0,0
AS,JFK,ATL,7,4,14,2461,0,0,0,81.3,2.9,0.073,8.3,0.9,0.8,0,0
NK,ORD,LAX,2,5,9,274,1,0,0,58.6,4.2,0.019,7.01,0.85,0.75,0,0
B6,SEA,ATL,9,5,5,1033,1,0,0,66.2,14.2,0.088,8.48,0.5,0.8,0,0
AS,SFO,MCO,10,4,19,2458,0,0,0,48.9,16.8,0.013,8.74,0.8,0.6,0,0
NK,ATL,DEN,10,6,17,1224,1,1,0,56.6,15.9,0.026,7.64,0.8,0.6,0,0
AS,ATL,DEN,4,5,15,783,1,0,0,62.0,14.2,0.017,7.6,0.8,0.6,0,0
NK,DFW,SEA,7,1,9,1421,0,0,0,97.2,12.8,0.029,10.0,0.7,0.5,0,0
F9,MCO,LAS,2,2,6,990,0,0,0,66.9,16.4,0.024,8.35,0.6,0.55,0,0
AS,MCO,JFK,2,1,9,1728,0,0,0,5.6,12.8,0.193,9.8,0.6,0.9,0,0
B6,SEA,MCO,9,1,14,826,0,0,0,81.6,6.5,0.037,8.7,0.5,0.6,0,0
AS,MCO,SEA,12,0,15,2124,0,0,1,98.0,21.7,0.013,9.43,0.6,0.5,0,0
NK,MCO,DEN,7,6,13,2355,1,0,0,57.4,8.8,0.015,8.7,0.6,0.6,73,1
WN,SFO,ORD,4,1,5,1322,0,0,0,48.3,13.9,0.247,6.22,0.8,0.85,0,0
UA,MCO,ORD,3,0,12,1386,0,0,0,40.6,9.3,0.034,8.5,0.6,0.85,0,0
DL,ORD,LAX,3,2,17,361,0,1,0,64.2,15.1,0.141,8.18,0.85,0.75,0,0
WN,SFO,JFK,3,6,21,1330,1,0,0,70.6,3.6,0.036,9.28,0.8,0.9,0,0
F9,LAS,SFO,2,1,15,1648,0,0,0,23.3,9.0,0.038,5.36,0.55,0.8,35,1
WN,JFK,ORD,10,0,16,2588,0,1,0,56.8,8.1,0.074,7.29,0.9,0.85,202,1
DL,ATL,LAS,11,0,21,2507,0,0,1,72.6,9.2,0.103,10.0,0.8,0.55,0,0
DL,ORD,MCO,8,1,11,1153,0,0,0,82.1,11.7,0.005,8.72,0.85,0.6,0,0
NK,ATL,DFW,9,2,11,1138,0,0,0,36.3,13.6,0.065,9.71,0.8,0.7,0,0
UA,DEN,SFO,6,0,14,1316,0,0,0,67.0,3.9,0.028,10.0,0.6,0.8,0,0
AS,JFK,MCO,1,0,12,1744,0,0,0,46.7,13.4,0.059,4.7,0.9,0.6,37,1
WN,LAX,SFO,9,1,7,2101,0,1,0,41.3,15.0,0.022,6.35,0.75,0.8,0,0
F9,LAX,DFW,2,6,12,2150,1,0,0,36.3,16.9,0.079,10.0,0.75,0.7,0,0
F9,LAX,JFK,11,2,18,2475,0,1,1,56.6,18.3,0.03,10.0,0.75,0.9,51,1
WN,LAS,ORD,6,5,10,1341,1,0,0,55.8,13.8,0.004,10.0,0.55,0.85,0,0
F9,SFO,LAS,2,3,10,1025,0,0,0,9.6,13.5,0.118,7.58,0.8,0.55,0,0
NK,LAX,DFW,8,2,22,1795,0,0,0,59.0,12.3,0.019,8.62,0.75,0.7,0,0
F9,SEA,MCO,6,2,11,1927,0,0,0,45.9,13.5,0.097,7.65,0.5,0.6,69,1
AA,MCO,LAS,11,4,11,633,0,0,1,38.0,7.6,0.091,5.93,0.6,0.55,112,1
UA,SEA,DFW,8,4,9,1852,0,0,0,44.0,3.2,0.077,10.0,0.5,0.7,0,0
B6,SFO,LAS,11,4,10,1137,0,0,1,66.9,8.3,0.106,9.63,0.8,0.55,0,0
DL,ORD,DEN,3,2,22,308,0,0,0,32.0,12.8,0.004,10.0,0.85,0.6,0,0
NK,SFO,DFW,3,2,20,1462,0,0,0,75.2,0.0,0.003,5.62,0.8,0.7,0,0
AA,DEN,ORD,11,3,14,2248,0,0,1,49.8,14.6,0.028,8.04,0.6,0.85,35,1
F9,LAX,ORD,2,3,21,1938,0,0,0,43.7,7.6,0.001,6.42,0.75,0.85,0,0
B6,ATL,LAS,7,6,9,2223,1,0,0,55.4,11.4,0.046,10.0,0.8,0.55,0,0
AS,MCO,ORD,7,1,6,1081,0,0,0,53.0,12.2,0.007,10.0,0.6,0.85,0,0
F9,ORD,DEN,5,2,5,234,0,0,0,52.4,8.6,0.058,10.0,0.85,0.6,116,1
AS,LAS,DEN,11,4,16,695,0,1,1,87.9,6.5,0.014,9.08,0.55,0.6,22,1
DL,SEA,DEN,8,4,18,2130,0,1,0,34.1,9.8,0.001,6.93,0.5,0.6,0,0
DL,DEN,LAS,2,4,14,631,0,0,0,27.8,12.5,0.072,10.0,0.6,0.55,0,0
B6,LAX,ATL,3,6,21,1394,1,0,0,21.4,7.8,0.035,10.0,0.75,0.8,0,0
F9,DEN,ATL,8,4,10,1235,0,0,0,73.3,1.4,0.041,6.08,0.6,0.8,0,0
UA,JFK,ATL,12,3,11,2435,0,0,1,53.8,17.1,0.034,7.03,0.9,0.8,0,0
WN,DEN,MCO,1,2,16,2110,0,1,0,64.0,11.4,0.004,10.0,0.6,0.6,0,0
DL,LAX,DEN,11,2,10,1992,0,0,1,80.5,4.8,0.024,10.0,0.75,0.6,0,0
UA,DEN,DFW,10,5,20,785,1,0,0,42.1,5.0,0.023,9.62,0.6,0.7,0,0
AS,DEN,SEA,4,1,22,1597,0,0,0,51.0,13.9,0.053,10.0,0.6,0.5,0,0
UA,LAS,SFO,5,2,21,1404,0,0,0,64.0,19.0,0.177,9.64,0.55,0.8,0,0
NK,ORD,DEN,11,1,19,1985,0,0,1,68.1,13.8,0.015,9.26,0.85,0.6,76,1
B6,LAX,ATL,4,6,9,2197,1,0,0,72.7,8.6,0.05,6.26,0.75,0.8,0,0
DL,DEN,LAS,6,2,15,622,0,0,0,57.2,8.8,0.005,8.22,0.6,0.55,36,1
AS,ORD,DFW,3,5,20,820,1,0,0,61.6,17.4,0.004,7.91,0.85,0.7,27,1
WN,ATL,DFW,12,6,16,1749,1,1,1,49.9,20.7,0.225,6.02,0.8,0.7,0,0
DL,LAS,DFW,6,6,9,2483,1,0,0,58.4,10.8,0.029,8.13,0.55,0.7,0,0
F9,SEA,DFW,7,3,15,694,0,0,0,54.3,15.3,0.037,7.53,0.5,0.7,0,0
F9,MCO,SEA,4,5,21,2538,1,0,0,45.1,4.5,0.023,10.0,0.6,0.5,0,0
AS,JFK,SFO,11,3,11,547,0,0,1,46.0,9.4,0.005,5.71,0.9,0.8,0,0
B6,DEN,SEA,5,1,6,2530,0,0,0,52.5,6.1,0.156,7.91,0.6,0.5,66,1
F9,DEN,LAS,11,3,7,2015,0,1,1,40.5,18.2,0.035,7.83,0.6,0.55,60,1
WN,SFO,ATL,4,5,13,595,1,0,0,70.6,8.6,0.041,10.0,0.8,0.8,0,0
AA,ATL,SFO,1,2,12,922,0,0,0,41.9,11.0,0.081,7.66,0.8,0.8,48,1
AA,ORD,DEN,5,3,21,261,0,0,0,49.9,10.6,0.079,10.0,0.85,0.6,0,0
UA,ORD,LAS,2,2,13,1523,0,0,0,41.2,0.0,0.029,8.77,0.85,0.55,90,1
NK,ORD,LAX,4,5,7,1671,1,1,0,65.4,15.8,0.01,6.93,0.85,0.75,0,0
WN,DFW,MCO,3,1,11,586,0,0,0,28.4,12.2,0.015,8.05,0.7,0.6,0,0
UA,DFW,JFK,1,6,19,1791,1,0,0,65.3,11.1,0.007,9.47,0.7,0.9,0,0
UA,ATL,DFW,10,4,5,1896,0,0,0,44.8,8.7,0.027,10.0,0.8,0.7,23,1
B6,ATL,SFO,1,5,6,1488,1,0,0,44.4,9.3,0.014,8.08,0.8,0.8,0,0
F9,DFW,LAX,6,5,19,1447,1,0,0,83.2,7.8,0.012,8.68,0.7,0.75,0,0
AS,SEA,MCO,2,2,7,1597,0,1,0,55.6,11.2,0.092,9.21,0.5,0.6,0,0
DL,MCO,SEA,7,2,8,1907,0,1,0,40.2,7.9,0.032,10.0,0.6,0.5,0,0
WN,LAS,JFK,9,6,17,463,1,1,0,43.6,10.7,0.013,10.0,0.55,0.9,0,0
F9,ORD,DEN,1,2,10,1787,0,0,0,56.7,11.0,0.011,9.01,0.85,0.6,122,1
UA,ATL,SEA,2,3,10,1489,0,0,0,35.2,12.6,0.084,8.15,0.8,0.5,25,1
WN,ORD,MCO,8,0,13,2017,0,0,0,51.6,7.1,0.055,7.81,0.85,0.6,0,0
B6,ATL,LAX,8,0,19,1414,0,0,0,35.4,6.8,0.095,6.65,0.8,0.75,0,0
UA,JFK,SEA,6,5,14,1020,1,0,0,55.7,15.0,0.023,6.92,0.9,0.5,0,0
B6,ORD,SEA,5,1,17,2382,0,1,0,81.8,0.0,0.164,9.16,0.85,0.5,47,1
AA,JFK,LAS,4,3,5,1602,0,0,0,64.1,13.1,0.053,7.67,0.9,0.55,0,0
F9,SFO,LAX,5,1,19,238,0,0,0,71.0,2.9,0.076,10.0,0.8,0.75,0,0
UA,SEA,ORD,9,5,6,2086,1,0,0,59.6,12.4,0.106,8.07,0.5,0.85,0,0
B6,DFW,LAS,3,0,22,1240,0,0,0,49.4,14.7,0.058,9.9,0.7,0.55,0,0
DL,SFO,LAS,8,1,21,2550,0,0,0,65.6,14.7,0.001,9.18,0.8,0.55,0,0
F9,ATL,MCO,7,2,15,1880,0,0,0,92.8,5.0,0.02,9.63,0.8,0.6,0,0
B6,ORD,LAS,8,6,19,2083,1,0,0,49.7,11.6,0.005,8.72,0.85,0.55,201,1
NK,ORD,SEA,5,4,22,1867,0,0,0,64.2,6.7,0.04,9.96,0.85,0.5,0,0
B6,SEA,DFW,3,5,12,1982,1,0,0,78.8,3.1,0.01,8.68,0.5,0.7,0,0
B6,DFW,ORD,12,0,10,1020,0,0,1,32.3,25.9,0.009,10.0,0.7,0.85,0,0
F9,LAX,ATL,1,4,13,1276,0,0,0,29.1,7.5,0.025,6.67,0.75,0.8,0,0
WN,LAS,DEN,3,3,6,1673,0,0,0,55.3,15.6,0.12,6.47,0.55,0.6,0,0
UA,DEN,MCO,7,4,16,2144,0,1,0,79.7,7.3,0.012,10.0,0.6,0.6,0,0
UA,JFK,SFO,5,5,8,1293,1,1,0,34.4,16.1,0.065,6.66,0.9,0.8,83,1
UA,LAS,DFW,6,5,19,360,1,0,0,70.6,4.0,0.05,7.88,0.55,0.7,0,0
AA,DFW,SFO,1,3,17,1904,0,1,0,34.7,21.8,0.016,8.86,0.7,0.8,17,1
NK,SFO,DFW,10,1,14,1849,0,0,0,31.5,10.8,0.035,10.0,0.8,0.7,0,0
DL,ORD,MCO,5,6,17,2534,1,1,0,87.7,0.0,0.023,10.0,0.85,0.6,0,0
DL,JFK,ATL,8,3,17,2347,0,1,0,60.6,17.2,0.038,8.4,0.9,0.8,62,1
AS,LAX,DFW,6,0,19,2546,0,0,0,37.6,3.6,0.096,8.81,0.75,0.7,77,1
DL,DEN,LAS,4,0,17,2561,0,1,0,43.3,1.7,0.101,9.5,0.6,0.55,0,0
DL,SFO,LAS,2,6,16,888,1,1,0,44.3,17.4,0.023,8.1,0.8,0.55,68,1
WN,ATL,DFW,10,2,17,1875,0,1,0,80.4,8.0,0.084,7.41,0.8,0.7,0,0
AA,JFK,SEA,7,6,11,1664,1,0,0,51.6,16.1,0.077,10.0,0.9,0.5,97,1
AS,ORD,DFW,2,4,21,1174,0,0,0,57.5,15.1,0.008,7.91,0.85,0.7,80,1
DL,LAX,MCO,10,4,5,1566,0,0,0,75.8,4.9,0.072,7.93,0.75,0.6,18,1
DL,LAX,ORD,8,0,16,1639,0,1,0,57.8,11.6,0.042,6.3,0.75,0.85,0,0
NK,LAS,DEN,8,3,10,1684,0,0,0,38.7,10.8,0.063,10.0,0.55,0.6,31,1
B6,LAX,SFO,3,2,19,473,0,0,0,72.5,15.9,0.075,7.73,0.75,0.8,73,1
B6,DEN,ATL,7,6,13,2581,1,0,0,53.8,3.0,0.031,7.35,0.6,0.8,0,0
AS,DFW,SEA,4,2,9,2432,0,0,0,46.8,12.0,0.017,3.37,0.7,0.5,0,0
DL,LAX,MCO,7,3,5,1976,0,0,0,49.2,7.8,0.053,7.37,0.75,0.6,0,0
WN,DEN,MCO,11,4,15,1592,0,0,1,35.6,12.5,0.034,10.0,0.6,0.6,0,0
AS,ORD,DEN,3,6,7,1774,1,1,0,62.9,9.8,0.031,10.0,0.85,0.6,0,0
F9,JFK,ATL,11,0,22,391,0,0,1,75.5,11.1,0.01,5.81,0.9,0.8,93,1
B6,ORD,LAX,10,0,20,2542,0,0,0,89.1,9.0,0.012,9.49,0.85,0.75,70,1
AA,JFK,LAX,5,2,13,1729,0,0,0,52.1,9.3,0.03,7.28,0.9,0.75,0,0
NK,SEA,JFK,12,1,7,2522,0,1,1,68.1,0.0,0.012,10.0,0.5,0.9,0,0
DL,LAX,JFK,9,5,21,456,1,0,0,70.2,3.9,0.043,9.64,0.75,0.9,43,1
AS,ATL,JFK,4,4,10,2089,0,0,0,76.2,4.7,0.058,8.01,0.8,0.9,0,0
F9,SEA,LAX,8,2,22,604,0,0,0,80.7,13.5,0.019,8.7,0.5,0.75,0,0
WN,SFO,LAX,2,5,21,1074,1,0,0,31.4,17.1,0.059,9.81,0.8,0.75,0,0
DL,LAX,ATL,6,6,9,1960,1,0,0,56.3,14.0,0.065,6.16,0.75,0.8,70,1
NK,MCO,LAS,3,6,14,2161,1,0,0,75.2,12.7,0.009,10.0,0.6,0.55,0,0
UA,MCO,SEA,11,2,5,1983,0,0,1,82.0,6.7,0.039,6.22,0.6,0.5,0,0
UA,JFK,LAS,8,5,5,1444,1,0,0,68.0,6.0,0.003,6.17,0.9,0.55,34,1
DL,DFW,ORD,6,1,7,2290,0,1,0,70.1,13.5,0.002,10.0,0.7,0.85,84,1
DL,SEA,LAX,6,1,10,2320,0,0,0,76.8,11.3,0.079,6.82,0.5,0.75,0,0
F9,ATL,LAS,5,0,18,1193,0,1,0,38.3,16.7,0.071,8.78,0.8,0.55,18,1
F9,ORD,LAS,1,3,14,2202,0,0,0,44.2,0.0,0.042,6.95,0.85,0.55,76,1
B6,ATL,JFK,9,6,6,1062,1,0,0,61.7,13.3,0.002,8.51,0.8,0.9,0,0
DL,ORD,DFW,10,5,12,1424,1,0,0,109.5,5.7,0.009,10.0,0.85,0.7,0,0
AS,LAS,SFO,4,5,16,303,1,1,0,34.8,2.9,0.015,10.0,0.55,0.8,0,0
B6,JFK,ORD,5,0,15,1687,0,0,0,52.8,7.0,0.052,8.58,0.9,0.85,15,1
NK,DFW,DEN,6,0,15,921,0,0,0,46.6,17.1,0.002,10.0,0.7,0.6,0,0
B6,SEA,DFW,3,2,14,1067,0,0,0,45.9,17.6,0.048,9.88,0.5,0.7,0,0
DL,LAX,DFW,2,3,21,2422,0,0,0,67.5,4.4,0.031,7.87,0.75,0.7,95,1
UA,SFO,ORD,10,0,11,1577,0,0,0,61.5,11.1,0.031,10.0,0.8,0.85,0,0
NK,LAX,DFW,2,6,13,698,1,0,0,75.4,8.6,0.109,10.0,0.75,0.7,0,0
WN,SFO,SEA,10,5,15,1345,1,0,0,52.7,8.2,0.019,7.2,0.8,0.5,0,0
B6,ATL,SEA,9,4,13,1387,0,0,0,62.3,17.1,0.116,5.6,0.8,0.5,139,1
UA,DFW,SEA,5,5,10,1139,1,0,0,33.4,10.8,0.023,7.55,0.7,0.5,83,1
DL,SEA,ORD,6,4,13,2187,0,0,0,58.0,16.8,0.012,9.61,0.5,0.85,0,0
DL,SEA,DFW,9,0,16,1570,0,1,0,61.9,9.7,0.004,5.52,0.5,0.7,0,0
WN,MCO,SEA,10,5,19,553,1,0,0,90.5,14.8,0.022,7.15,0.6,0.5,0,0
WN,SEA,ORD,10,4,18,1524,0,1,0,67.5,6.4,0.006,7.85,0.5,0.85,0,0
F9,LAS,LAX,11,0,17,204,0,1,1,48.7,16.1,0.107,7.86,0.55,0.75,23,1
B6,JFK,LAS,6,1,10,993,0,0,0,57.2,14.6,0.024,9.27,0.9,0.55,0,0
NK,SEA,ORD,5,3,16,2566,0,1,0,60.7,2.9,0.008,10.0,0.5,0.85,31,1
AS,JFK,ORD,7,2,20,495,0,0,0,42.9,1.5,0.046,8.56,0.9,0.85,0,0
B6,JFK,SEA,3,1,22,1342,0,0,0,81.8,7.8,0.049,10.0,0.9,0.5,0,0
F9,LAX,DFW,10,5,10,2560,1,0,0,62.0,9.2,0.001,6.79,0.75,0.7,0,0
F9,MCO,SFO,12,0,20,292,0,0,1,71.5,21.5,0.04,9.94,0.6,0.8,78,1
AS,DFW,ORD,4,1,13,1045,0,0,0,56.2,7.1,0.031,8.75,0.7,0.85,0,0
DL,ORD,JFK,12,3,16,233,0,1,1,37.2,13.2,0.028,8.37,0.85,0.9,0,0
F9,DEN,MCO,6,5,16,409,1,1,0,41.7,17.8,0.023,8.94,0.6,0.6,0,0
UA,MCO,DFW,12,3,22,599,0,0,1,57.3,14.1,0.045,9.44,0.6,0.7,0,0
B6,JFK,SFO,9,5,19,2325,1,0,0,59.1,20.5,0.036,8.01,0.9,0.8,49,1
F9,LAX,MCO,10,6,12,1571,1,0,0,32.9,15.4,0.127,8.54,0.75,0.6,37,1
F9,SEA,SFO,4,1,19,2322,0,0,0,64.3,18.1,0.02,10.0,0.5,0.8,0,0
